4	0.002
8	0.002
16	0.002
32	0.002
48	0.002
64	0.002
80	0.004
96	0.004
112	0.003
128	0.028
144	0.005
160	0.007
176	0.003
192	0.005
208	0.583
224	0.015
240	0.003
256	0.005
272	0.004
288	0.004
304	0.005
320	0.018
336	0.005
352	0.328
368	1.680
384	0.030
400	5.213
416	0.009
432	0.008
448	0.152
464	6.212
480	0.017
496	0.035
512	0.016
528	0.011
544	0.029
560	0.052
576	0.025
592	0.042
608	0.091
624	11.651
640	0.100
656	0.084
672	0.021
688	17.650
704	0.290
720	0.018
736	58.432
752	99.928
768	0.022
784	0.031
800	0.115
816	0.089
832	25.616
848	0.028
864	2.383
880	0.041
896	0.085
912	0.147
928	99.928
944	99.931
960	0.036
976	1.930
992	0.482
1008	0.039
1024	0.071
