10	0.002
21	0.002
36	0.002
55	0.002
105	0.003
136	0.003
171	0.003
253	0.003
351	0.004
528	0.032
595	0.007
741	0.012
1081	0.026
1275	0.063
1485	0.517
1711	0.074
1953	0.109
2080	1.348
2775	0.249
3403	0.465
3741	0.575
4465	1.051
4851	1.924
