8	0.001
25	0.002
27	0.004
64	0.006
100	0.003
125	0.004
216	0.01
225	0.009
343	0.018
400	0.026
512	0.037
625	0.06
729	0.076
900	0.149
1000	0.21
1225	0.189
1331	0.267
1600	0.332
1728	0.568
2025	0.704
2197	0.957
2500	1.091
2744	1.57
3025	1.709
3375	1.962
3600	1.908
4096	3.603
4225	2.692
4900	4.582
4913	3.376
5625	5.279
5832	8.436
6400	9.838
6859	16.21
7225	14.288
8000	24.267
8100	32.224
9025	31.942
10000	55.471
