10	0.002
10	0.001
10	0.002
10	0.001
10	0.001
15	0.001
15	0.002
15	0.002
15	0.002
15	0.002
20	0.001
20	0.001
20	0.001
20	0.002
20	0.001
25	0.002
25	0.001
25	0.002
25	0.001
25	0.002
30	0.002
30	0.002
30	0.001
30	0.002
30	0.001
40	0.002
40	0.002
40	0.002
40	0.002
40	0.002
50	0.001
50	0.002
50	0.002
50	0.002
50	0.002
60	0.002
60	0.002
60	0.002
60	0.002
60	0.002
70	0.002
70	0.002
70	0.002
70	0.002
70	0.002
80	0.002
80	0.002
80	0.002
80	0.002
80	0.002
90	0.002
90	0.002
90	0.002
90	0.003
90	0.002
100	0.002
100	0.002
100	0.002
100	0.002
100	0.002
200	0.003
200	0.003
200	0.004
200	0.004
200	0.004
300	0.005
300	0.004
300	0.005
300	0.004
300	0.005
400	0.007
400	0.007
400	0.007
400	0.007
400	0.007
500	0.01
500	0.01
500	0.01
500	0.01
500	0.011
600	0.014
600	0.014
600	0.014
600	0.014
600	0.014
700	0.02
700	0.019
700	0.02
700	0.02
700	0.019
800	0.024
800	0.024
800	0.025
800	0.026
800	0.026
900	0.032
900	0.031
900	0.033
900	0.033
900	0.034
1000	0.036
1000	0.038
1000	0.037
1000	0.036
1000	0.036
2000	0.138
2000	0.137
2000	0.147
2000	0.138
2000	0.147
3000	0.354
3000	0.344
3000	0.348
3000	0.346
3000	0.312
4000	0.562
4000	0.608
4000	0.554
4000	0.622
4000	0.644
5000	1.008
5000	1.081
5000	1.019
5000	1.144
5000	0.985
6000	1.425
6000	1.445
6000	1.552
6000	1.539
6000	1.422
7000	1.953
7000	1.945
7000	1.943
7000	2.101
7000	2.056
8000	2.57
8000	2.726
8000	2.863
8000	2.625
8000	2.555
9000	3.445
9000	3.615
9000	3.406
9000	3.552
9000	3.516
10000	3.709
10000	4.062
10000	4.09
10000	4.149
10000	3.698
