40	0.002
80	0.003
120	0.006
160	0.011
200	0.015
240	0.021
280	0.03
320	0.042
360	0.061
400	0.078
440	0.107
480	0.126
520	0.158
560	0.189
600	0.243
640	0.285
680	0.335
720	0.4
760	0.464
800	0.542
840	0.647
880	0.717
920	0.852
960	0.981
1000	1.098
