4	0.004
8	0.002
16	0.002
32	0.002
48	0.003
64	0.005
80	0.018
96	0.007
112	0.112
128	0.055
144	0.229
160	0.177
176	0.125
192	0.12
208	99.945
224	2.932
240	0.263
256	0.04
272	0.951
288	0.739
304	2.109
320	0.846
336	1.795
352	2.198
368	99.933
384	4.918
400	99.847
416	6.081
432	1.432
448	13.632
464	99.701
480	9.244
496	14.402
512	0.185
528	4.211
544	15.15
560	3.843
576	16.728
592	14.383
608	11.282
624	99.94
640	17.521
656	6.956
672	7.972
688	99.922
704	18.221
720	10.141
736	99.63
752	99.931
768	10.036
784	45.582
800	23.521
816	42.987
832	99.915
848	11.382
864	51.591
880	42.622
896	33.425
912	33.434
928	99.641
944	99.645
960	18.319
976	50.242
992	99.936
1008	18.197
1024	1.167
