1000	0.056
1000	0.06
1000	0.056
1000	0.057
1000	0.058
1000	0.058
1000	0.057
1000	0.059
1000	0.06
1000	0.06
1000	0.059
2000	0.235
2000	0.248
2000	0.262
2000	0.255
2000	0.245
2000	0.241
2000	0.234
2000	0.227
2000	0.238
2000	0.252
2000	0.256
3000	0.553
3000	0.576
3000	0.592
3000	0.543
3000	0.561
3000	0.562
3000	0.57
3000	0.592
3000	0.549
3000	0.526
3000	0.522
4000	1.007
4000	1.011
4000	1.081
4000	1.073
4000	0.962
4000	1.043
4000	0.996
4000	1.074
4000	0.981
4000	1.09
4000	1.009
5000	1.678
5000	1.657
5000	1.661
5000	1.693
5000	1.577
5000	1.643
5000	1.671
5000	1.652
5000	1.64
5000	1.542
5000	1.548
6000	2.455
6000	2.51
6000	2.395
6000	2.289
6000	2.459
6000	2.547
6000	2.522
6000	2.377
6000	2.441
6000	2.265
6000	2.285
7000	3.149
7000	3.167
7000	3.151
7000	3.163
7000	3.281
7000	3.276
7000	3.156
7000	3.115
7000	3.113
7000	3.387
7000	3.446
8000	4.642
8000	5.378
8000	4.439
8000	4.586
8000	4.516
8000	4.612
8000	4.574
8000	4.276
8000	4.438
8000	4.578
8000	4.176
9000	5.562
9000	5.947
9000	5.454
9000	5.313
9000	5.436
9000	5.561
9000	5.984
9000	5.564
9000	5.362
9000	5.62
9000	6.054
10000	6.007
10000	5.981
10000	5.964
10000	5.982
10000	6.404
10000	6.962
10000	7.382
10000	7.177
10000	6.902
10000	6.736
10000	6.797
