200	0.014
220	0.016
240	0.02
260	0.027
280	0.032
300	0.039
320	0.044
340	0.053
360	0.062
380	0.075
400	0.085
420	0.086
440	0.091
460	0.116
480	0.13
500	0.128
520	0.139
540	0.166
560	0.163
580	0.181
600	0.187
620	0.234
640	0.235
660	0.254
680	0.317
700	0.315
720	0.335
740	0.406
760	0.419
780	0.375
800	0.491
820	0.542
840	0.489
860	0.496
880	0.6
900	0.748
920	0.711
940	0.772
960	0.852
980	0.821
1000	0.82
1020	0.849
1040	0.817
1060	0.901
1080	0.982
1100	0.914
1120	1.039
1140	1.114
1160	1.183
1180	1.282
1200	1.34
1220	1.271
1240	1.289
1260	1.615
1280	1.632
1300	1.852
1320	1.781
1340	1.776
1360	1.897
1380	1.98
1400	2.318
1420	2.423
1440	2.255
1460	2.698
1480	2.391
1500	2.482
1520	3.071
1540	2.667
1560	3.245
1580	3.345
1600	3.802
1620	3.827
1640	3.565
1660	3.698
1680	3.668
1700	3.7
1720	3.669
1740	4.378
1760	4.124
1780	4.129
1800	4.198
1820	4.883
1840	5.146
1860	5.142
1880	4.478
1900	5.936
1920	5.924
1940	5.344
1960	5.148
1980	6.729
2000	7.212
