100	0.009
100	0.009
100	0.010
100	0.010
100	0.011
100	0.012
100	0.011
100	0.010
100	0.010
100	0.011
100	0.010
121	0.014
121	0.013
121	0.013
121	0.013
121	0.013
121	0.013
121	0.013
121	0.013
121	0.013
121	0.013
121	0.014
144	0.020
144	0.019
144	0.019
144	0.019
144	0.019
144	0.019
144	0.020
144	0.019
144	0.019
144	0.019
144	0.018
169	0.026
169	0.026
169	0.026
169	0.026
169	0.026
169	0.027
169	0.027
169	0.026
169	0.026
169	0.026
169	0.026
196	0.037
196	0.037
196	0.037
196	0.037
196	0.038
196	0.037
196	0.036
196	0.036
196	0.036
196	0.036
196	0.036
225	0.048
225	0.048
225	0.048
225	0.048
225	0.048
225	0.048
225	0.048
225	0.048
225	0.048
225	0.048
225	0.048
256	0.064
256	0.063
256	0.064
256	0.064
256	0.063
256	0.064
256	0.063
256	0.064
256	0.065
256	0.064
256	0.064
289	0.087
289	0.085
289	0.084
289	0.085
289	0.085
289	0.087
289	0.089
289	0.087
289	0.085
289	0.085
289	0.085
324	0.110
324	0.109
324	0.108
324	0.108
324	0.108
324	0.108
324	0.107
324	0.110
324	0.110
324	0.108
324	0.108
361	0.138
361	0.139
361	0.138
361	0.138
361	0.139
361	0.148
361	0.150
361	0.155
361	0.152
361	0.154
361	0.148
400	0.191
400	0.200
400	0.207
400	0.202
400	0.195
400	0.192
400	0.187
400	0.184
400	0.178
400	0.177
400	0.178
441	0.229
441	0.227
441	0.229
441	0.230
441	0.245
441	0.252
441	0.248
441	0.244
441	0.244
441	0.262
441	0.260
484	0.322
484	0.304
484	0.313
484	0.320
484	0.310
484	0.305
484	0.289
484	0.289
484	0.289
484	0.288
484	0.299
529	0.384
529	0.374
529	0.362
529	0.354
529	0.354
529	0.350
529	0.351
529	0.352
529	0.352
529	0.345
529	0.377
576	0.502
576	0.475
576	0.448
576	0.432
576	0.438
576	0.439
576	0.462
576	0.467
576	0.486
576	0.470
576	0.445
625	0.586
625	0.569
625	0.587
625	0.607
625	0.558
625	0.537
625	0.571
625	0.570
625	0.544
625	0.537
625	0.546
676	0.650
676	0.653
676	0.653
676	0.650
676	0.704
676	0.686
676	0.652
676	0.653
676	0.655
676	0.657
676	0.658
729	0.799
729	0.801
729	0.809
729	0.817
729	0.905
729	0.811
729	0.879
729	0.852
729	0.858
729	0.824
729	0.874
784	0.969
784	0.946
784	0.941
784	0.946
784	0.948
784	0.955
784	0.947
784	0.948
784	0.950
784	0.952
784	0.954
841	1.165
841	1.151
841	1.151
841	1.154
841	1.144
841	1.262
841	1.165
841	1.141
841	1.224
841	1.259
841	1.226
900	1.534
900	1.580
900	1.510
900	1.478
900	1.542
900	1.546
900	1.567
900	1.484
900	1.568
900	1.476
900	1.552
